PF23565	27
PF23579	25
PF25767	29.7
PF25058	27
PF25060	27
PF25068	30.4
PF25064	27.8
PF25063	35
PF25062	40
PF25010	27
PF30856	31.2
PF18770	33
PF18677	27
PF18583	26.5
PF30401	29
PF07302	23.8
PF11723	24.4
PF15684	27
PF27856	27
PF26053	27
PF05856	22.2
PF20208	27
PF22549	27
PF12120	25
PF02752	27.7
PF00339	24.9
PF04959	30
PF02374	21.6
PF17886	22.5
PF02040	22.2
PF03960	24
PF06953	27
PF03773	32.3
PF11449	32.5
PF09824	28.6
PF01129	22.3
PF18760	31.2
PF29899	27
PF18084	26.3
PF01606	27
PF00951	24.9
PF02497	27
PF16749	27
PF01481	22.1
PF04161	20
PF01731	21.3
PF05935	24.2
PF14269	27
PF17425	24.2
PF31200	22
PF29630	100
PF22804	27
PF00858	23.6
PF26582	26.1
PF04266	25
PF30643	27
PF25026	29.1
PF08688	25
PF22848	27.7
PF08687	26.4
PF21440	19
PF04729	27
PF01671	22.5
PF05568	23.6
PF05293	25
PF25667	27
PF06556	25.4
PF25668	27
PF29950	27
PF15780	27
PF21198	25
PF15323	27
PF29505	27
PF09010	27.9
PF19039	27.8
PF30440	27
PF22304	24.7
PF08328	35
PF14698	27.3
PF05170	29.8
PF19272	23.7
PF03590	27
PF01037	25
PF17805	27
PF22482	24.4
PF20917	27
PF21975	27
PF00733	21
PF00026	19.9
PF06826	27
PF05279	23
PF16993	26
PF16929	28
PF03780	28
PF16996	27.7
PF17000	25
PF00710	22.5
PF01112	27
PF17763	34.6
PF06089	25
PF29532	30.2
PF21801	27
PF17641	26.3
PF14521	30
PF12897	27
PF05118	22.6
PF02261	25
PF01958	27
PF01177	31
PF14669	26.3
PF09668	26
PF13650	24.3
PF06392	22.4
PF28237	27
PF07100	25
PF28876	27
PF04958	29.4
PF01400	22.5
PF29831	29.4
PF04996	27
PF28380	27
PF03669	22.7
PF27698	27
PF24827	25
PF04952	25
PF19743	24.3
PF19441	27
PF18577	35.5
PF30852	33.2
PF30853	27
PF12285	25
PF19415	27
PF03115	23
PF12226	25
PF16580	25
PF19414	27
PF19416	25
PF13919	25.8
PF20435	25.7
PF30490	34.4
PF30017	27
PF26584	27
PF30950	27
PF30939	27
PF30477	27
PF24769	26
PF03754	24.4
PF30539	27
PF28114	27
PF28741	27
PF28744	27
PF28782	62.4
PF29049	27
PF28571	27
PF24046	27
PF28479	27.6
PF30881	27
PF25972	32.9
PF28424	27
PF30961	27
PF28732	27
PF30870	27
PF30872	27.3
PF30966	39.3
PF30964	37.1
PF30682	27
PF28125	27
PF25884	27
PF27773	27
PF31239	27
PF31233	27
PF22650	27
PF22656	27
PF24104	27
PF25489	27
PF28413	27
PF31015	27
PF12037	25
PF15321	25
PF08982	27
PF30084	27
PF30016	27
PF27445	27
PF27450	27
PF27486	27
PF29183	27
PF29182	27
PF14196	28.1
PF25052	25
PF27751	27
PF04377	25
PF04376	27
PF16788	27.6
PF12063	22.5
PF21127	27.6
PF07855	26.5
PF10377	22
PF19697	26
PF10033	25
PF10186	33.2
PF08614	33.7
PF04108	43
PF12744	28
PF11700	24.1
PF29650	27
PF09451	27
PF18388	25.7
PF13329	50
PF30211	27
PF09795	25
PF29921	27
PF29336	37.9
PF29379	27
PF30193	27
PF29920	27
PF08589	25
PF20166	24
PF20637	21.3
PF20638	23
PF04106	20.4
PF16420	27
PF02991	27
PF04109	27
PF03078	20.2
PF07737	27.4
PF30322	27
PF30094	27
PF29349	27
PF29348	27
PF29438	27
PF29781	27
PF30420	27
PF03477	25.8
PF02222	27
PF08442	29.5
PF02655	23.2
PF13535	27
PF13549	27.6
PF18419	25
PF24923	27
PF30763	46
PF00217	22.4
PF02807	25.7
PF01747	24.3
PF00231	39.9
PF05176	22.3
PF00895	23.4
PF00119	33.9
PF00006	29.5
PF00306	27
PF02874	19
PF16886	25
PF00430	28
PF00137	24
PF01813	25.7
PF00401	24.6
PF02823	27
PF05680	22
PF04627	27
PF08112	25
PF01990	23.5
PF05511	27.9
PF04718	25
PF03899	25.1
PF04911	24
PF22919	24.7
PF16594	25
PF06644	22
PF07542	27
PF12921	26.7
PF29978	27
PF11022	27
PF02038	26.9
PF27772	27
PF06745	26.6
PF12156	27
PF07345	25
PF01637	33.2
PF30078	27
PF09527	26.6
PF12592	27
PF24788	27
PF21334	27
PF21335	26.5
PF21068	27
PF18130	27
PF14397	31.4
PF15632	29.1
PF14305	25
PF14398	26.8
PF12966	26
PF27912	27
PF20716	27
PF03029	27
PF01171	27
PF12424	22.9
PF10775	25
PF30978	27
PF14960	25
PF27469	27
PF05493	25
PF09830	23.5
PF16829	25
PF22223	27
PF21421	27
PF30938	27
PF05353	25
PF28451	27
PF28426	27
PF28913	27
PF28409	27
PF03154	29.9
PF26143	26.3
PF15445	33
PF06232	27
PF11263	25.2
PF03769	28.8
PF03768	23.9
PF25114	27
PF25111	27
PF27957	27
PF07143	43
PF18800	29.8
PF08037	25
PF27143	27
PF11512	25
PF07287	22.8
PF23544	27
PF20828	27
PF09759	28.9
PF12547	10
PF27759	27
PF08098	25
PF18461	28.6
PF13318	24
PF11533	27
PF02178	5
PF22301	27
PF18637	25
PF30083	27
PF15187	27
PF11583	29.6
PF29003	27
PF09041	21
PF25763	23
PF25777	20
PF03472	23
PF00765	24
PF03987	24.4
PF03797	26
