f_id,current_name,correct_name,pfam_acc,introduced_release
616.1.1.42,PF29155,DDB_G0281145,PF29155,v293.1
6169.1.1.30,PF27655,GDU_TM,PF27655,v293.1
6169.1.1.32,PF28230,SCY_4732_,PF28230,v293.1
6169.1.1.34,PF28128,TMEM98_N,PF28128,v293.1
6169.1.1.35,PF27507,DjlA_TM,PF27507,v293.1
6169.1.1.36,PF29107,C2orf92,PF29107,v293.1
6169.1.1.39,PF28389,VSTM5_C,PF28389,v293.1
6169.1.1.45,PF27810,MSB2_C,PF27810,v293.1
6169.1.1.49,PF28336,BEAN1_helical,PF28336,v293.1
6169.1.1.58,PF27822,SIGLECL1_C,PF27822,v293.1
6170.1.1.25,PF30874,nSMase_N,PF30874,v293.1
6171.1.1.11,PF31192,JHD1_C,PF31192,v293.1
622.1.1.17,PF29509,Mdt30,PF29509,v293.1
622.1.1.26,PF30945,NFKBIL1_C,PF30945,v293.1
622.1.1.30,PF26575,HHO5_N,PF26575,v293.1
622.1.1.37,PF25926,DUF7971,PF25926,v294
622.4.1.28,PF30754,Orange_mid,PF30754,v293.1
622.4.1.35,PF26729,TMA17_helical,PF26729,v293.1
622.4.1.51,PF27566,KpeA,PF27566,v293.1
622.4.1.58,PF26756,ShkE_N,PF26756,v293.1
622.4.1.63,PF25968,CALS1,PF25968,v293.1
627.1.1.4,PF26202,HA_Alsin,PF26202,v293.1
627.1.1.5,PF29080,UPF0507_helical,PF29080,v293.1
630.1.1.2,PF29521,RKM2_C,PF29521,v293.1
630.1.1.3,PF27829,Ctm1,PF27829,v293.1
630.1.1.4,PF28952,EFM1_middle,PF28952,v293.1
632.11.1.13,PF27144,PA14_33160,PF27144,v293.1
632.11.1.16,PF27356,MJ1155,PF27356,v293.1
632.15.1.13,PF26790,DUF8262,PF26790,v294
632.15.1.14,PF26793,DUF8264,PF26793,v294
632.19.1.6,PF27508,HYOU1_C,PF27508,v293.1
632.19.1.7,PF27212,BrxC_7th,PF27212,v294
632.2.1.26,PF31066,DUF8799,PF31066,v293.1
632.2.1.29,PF27574,EFCAB4A_helical,PF27574,v293.1
632.22.1.100,PF28103,SCO2524,PF28103,v293.1
632.22.1.106,PF30951,IFT74,PF30951,v293.1
632.22.1.109,PF28641,PRD3_coil,PF28641,v293.1
632.22.1.138,PF26346,Plectin_PPL,PF26346,v293.1
632.22.1.150,PF30992,CABIN1_C,PF30992,v293.1
632.22.1.152,PF27241,CLIP1,PF27241,v293.1
632.22.1.157,PF27605,ODF2_C,PF27605,v293.1
632.22.1.160,PF31247,HAUS8,PF31247,v293.1
632.22.1.165,PF27508,HYOU1_C,PF27508,v293.1
632.22.1.172,PF28219,Spindly,PF28219,v293.1
632.22.1.174,PF28256,CCDC171,PF28256,v293.1
632.22.1.176,PF27734,Cytadherence_Hmw2,PF27734,v293.1
632.22.1.187,PF28159,CEP89,PF28159,v293.1
632.22.1.190,PF27636,CCPG1_N,PF27636,v293.1
632.22.1.200,PF26119,DUF8036,PF26119,v294
632.22.1.201,PF26387,DUF6079_5th,PF26387,v294
632.22.1.76,PF27682,ICR5_C,PF27682,v293.1
632.22.1.79,PF29876,VAB2,PF29876,v293.1
632.22.1.83,PF26095,CC_Bre1,PF26095,v293.1
632.22.1.94,PF28226,CCDC157_N,PF28226,v293.1
632.22.1.95,PF28341,CCDC136_middle,PF28341,v293.1
632.3.1.12,PF31066,DUF8799,PF31066,v293.1
632.3.1.15,PF31063,DUF8797,PF31063,v293.1
632.3.1.20,PF28698,FaAP_N,PF28698,v293.1
632.3.1.21,PF27318,HI1402_helical,PF27318,v293.1
632.3.1.22,PF28986,DYF4_C,PF28986,v293.1
632.6.1.15,PF26119,DUF8036,PF26119,v294
632.7.1.25,PF27508,HYOU1_C,PF27508,v293.1
632.7.1.36,PF26095,CC_Bre1,PF26095,v293.1
632.7.1.39,PF26561,LETM1_C,PF26561,v293.1
632.7.1.40,PF31066,DUF8799,PF31066,v293.1
632.7.1.45,PF30850,DUF8750,PF30850,v293.1
632.7.1.58,PF28463,MFI_C,PF28463,v293.1
632.8.1.11,PF28744,At3g27390_N,PF28744,v293.1
632.8.1.16,PF31018,MARCH_TM_C,PF31018,v293.1
632.8.1.21,PF27534,NovG_helical,PF27534,v293.1
633.10.1.28,PF27080,SpdB_N,PF27080,v293.1
633.10.1.29,PF29598,BopA_C,PF29598,v293.1
633.10.1.44,PF27307,MJ0565,PF27307,v294
633.1.1.6,PF27833,EAF5,PF27833,v293.1
633.12.1.18,PF26751,All-alpha_MIP2,PF26751,v293.1
633.16.2.2,PF29431,HigA_N,PF29431,v293.1
633.18.1.2,PF31066,DUF8799,PF31066,v293.1
633.21.1.24,PF25970,SEC22a_C,PF25970,v293.1
633.21.1.27,PF31009,DAGL_N,PF31009,v293.1
633.21.1.29,PF29123,R07B1_N,PF29123,v293.1
633.2.1.13,PF30331,IHD1_N,PF30331,v293.1
633.21.1.31,PF27925,Membrane_MLC1,PF27925,v293.1
633.21.1.39,PF27307,MJ0565,PF27307,v293.1
633.21.1.49,PF26247,DUF8058,PF26247,v294
633.2.1.9,PF30836,PP2-like,PF30836,v293.1
633.23.1.36,PF30929,DUF8762,PF30929,v293.1
633.23.1.37,PF29133,SMA2,PF29133,v293.1
633.23.1.39,PF26158,Claudin_TMEM179-179B,PF26158,v293.1
633.23.1.42,PF28643,Tincar_TM,PF28643,v293.1
633.23.1.49,PF31049,MiaB_C,PF31049,v293.1
633.24.1.5,PF29080,UPF0507_helical,PF29080,v293.1
633.24.1.6,PF26202,HA_Alsin,PF26202,v293.1
633.26.1.3,PF31009,DAGL_N,PF31009,v293.1
633.26.1.6,PF30929,DUF8762,PF30929,v293.1
633.6.1.31,PF28643,Tincar_TM,PF28643,v293.1
633.6.1.43,PF28139,EVC_N,PF28139,v293.1
633.8.1.2,PF26031,IREH1,PF26031,v293.1
639.2.1.5,PF27475,YnaE,PF27475,v293.1
64.1.1.14,PF30846,CEP164_N,PF30846,v293.1
650.1.1.10,PF30912,TIM141_C,PF30912,v293.1
69.1.1.19,PF26558,DHQS_2nd,PF26558,v294
7000.1.1.4,PF27234,MJ0013,PF27234,v294
7011.1.1.7,PF27321,WcaD,PF27321,v293.1
7025.1.1.9,PF29864,SUM1_C,PF29864,v293.1
7030.1.1.1,PF29800,PGL_N,PF29800,v293.1
70.3.1.12,PF30644,SAF_GD_AH,PF30644,v293.1
70.3.1.19,PF27829,Ctm1,PF27829,v293.1
7035.1.1.1,PF31265,Cuben,PF31265,v293.1
7035.1.1.2,PF31270,Cuben_2,PF31270,v293.1
7040.1.1.1,PF30443,McrA_N,PF30443,v293.1
7047.1.1.1,PF30660,Mcf1_PED,PF30660,v293.1
7052.1.1.1,PF29825,PprA_N,PF29825,v293.1
7053.1.1.1,PF29826,PprA_2nd,PF29826,v293.1
7059.1.1.1,PF31034,SatS_C,PF31034,v293.1
7061.1.1.3,PF26129,Vwde,PF26129,v293.1
7070.1.1.1,PF31103,DUF8808,PF31103,v294
707.1.1.4,PF28987,DewD,PF28987,v293.1
7075.1.1.1,PF31209,PABL017_Cdi1I,PF31209,v293.1
708.1.1.17,PF29201,VOZ_C,PF29201,v293.1
708.1.1.21,PF31036,mS65,PF31036,v293.1
708.1.1.26,PF28993,K02D10_N,PF28993,v293.1
708.1.1.31,PF29684,T05H10_N,PF29684,v293.1
7083.1.1.1,PF31251,Pox_A26L_M,PF31251,v293.1
7084.1.1.1,PF28734,T19C3_2_like,PF28734,v293.1
7084.1.1.2,PF29706,PCHTP_C,PF29706,v293.1
7087.1.1.2,PF26083,TM_Tm6sf2,PF26083,v293.1
7089.1.1.5,PF30110,YubG_C,PF30110,v293.1
7089.1.1.8,PF25912,DUF7964,PF25912,v294
7091.1.1.1,PF29401,RadD_C,PF29401,v293.1
7092.1.1.1,PF31273,VDLT_N,PF31273,v293.1
7093.1.1.1,PF31272,GH149_ins_2,PF31272,v293.1
7093.1.1.2,PF31219,GH149_ins_1,PF31219,v293.1
7094.1.1.4,PF27273,MJ0235,PF27273,v294
7103.1.1.1,PF31224,MJ1004_C,PF31224,v293.1
71.1.1.17,PF28435,DUF8395,PF28435,v293.1
71.1.1.19,PF25898,LolA_2nd_metazoa,PF25898,v293.1
71.1.1.21,PF25897,LolA_1st_nematode,PF25897,v293.1
7.1.1.21,PF30911,PLEKHS1_C,PF30911,v293.1
7112.1.1.1,PF31238,DdrO_C,PF31238,v293.1
7.1.1.22,PF30189,T15H9-4_C,PF30189,v293.1
7.1.1.25,PF30186,T15H9_4_N,PF30186,v293.1
719.1.1.5,PF27933,CCDC61_N,PF27933,v293.1
719.1.1.7,PF30203,LIF1_N,PF30203,v293.1
719.1.1.8,PF29965,NEJ1_N,PF29965,v293.1
7503.1.1.17,PF26521,MAFA_adhesin,PF26521,v293.1
7503.1.1.18,PF30449,HilA_2nd,PF30449,v293.1
7503.1.1.21,PF30731,TP0183_N,PF30731,v293.1
7503.1.1.22,PF29199,TP0693_C,PF29199,v293.1
7503.1.1.23,PF28194,MapA_lipoprotein,PF28194,v293.1
7503.1.1.24,PF25851,YafT,PF25851,v293.1
75.1.1.7,PF26548,DUF8179,PF26548,v293.1
7512.1.1.86,PF30761,GftB-GlyA-F_C,PF30761,v293.1
7512.1.1.95,PF28142,SPBC1E8_03c_N,PF28142,v293.1
7514.1.1.6,PF26733,03009_C,PF26733,v293.1
7516.1.1.114,PF28143,SPBC1E8_03c_C,PF28143,v293.1
7516.1.1.127,PF30967,DUF8765,PF30967,v293.1
7516.1.1.130,PF30737,PGAP4,PF30737,v293.1
7516.1.1.156,PF28460,PGSIP7_C,PF28460,v293.1
7516.1.1.183,PF31159,Rhodo_GlycoT,PF31159,v293.1
7522.1.1.6,PF30897,IOR_2,PF30897,v293.1
7522.1.1.8,PF31012,IOR_mid,PF31012,v293.1
7523.1.1.63,PF27319,MG185_MG260,PF27319,v293.1
7523.1.1.82,PF25936,HisG_halo,PF25936,v294
7529.1.1.14,PF29356,MAF1_C,PF29356,v293.1
7529.1.1.17,PF30680,SPHKAP_N,PF30680,v293.1
7529.1.1.19,PF29699,NOP1_C,PF29699,v293.1
7542.1.1.7,PF28406,AcnX_3rd,PF28406,v293.1
7542.1.2.4,PF28406,AcnX_3rd,PF28406,v294
7555.1.1.4,PF27901,WaaZ_KDO_III,PF27901,v293.1
7558.1.1.14,PF27464,PlsB_N,PF27464,v293.1
7563.1.1.13,PF27219,MJ0874,PF27219,v294
7568.1.1.20,PF29099,F55H2_N,PF29099,v293.1
7570.1.1.4,PF27239,FOL3_C,PF27239,v293.1
7570.1.1.5,PF31156,CapB_C,PF31156,v293.1
7570.1.1.6,PF27274,CfbE_C,PF27274,v293.1
7574.1.1.30,PF29753,PigD_C,PF29753,v293.1
7575.1.1.11,PF31181,Pept_C14_Metacaspase,PF31181,v293.1
7579.1.1.126,PF26147,AB_HYDROLASE_YMC0-YMC35,PF26147,v293.1
7579.1.1.167,PF26363,Phospholipase-like,PF26363,v293.1
7579.1.1.240,PF29535,CMFA_C,PF29535,v293.1
7582.1.1.2,PF29030,CbiD_C,PF29030,v293.1
7584.1.1.11,PF27533,CapK_C,PF27533,v294
7590.1.1.12,PF26233,NicX,PF26233,v293.1
7590.1.1.9,PF29016,PID3_N,PF29016,v293.1
7603.1.1.3,PF27016,TCAF_N,PF27016,v293.1
77.1.1.10,PF28998,SAS4_C,PF28998,v293.1
77.1.1.8,PF28611,OEP37,PF28611,v293.1
77.3.1.4,PF28998,SAS4_C,PF28998,v293.1
77.3.1.6,PF30399,BaraA2,PF30399,v293.1
77.3.1.7,PF31062,DUF8796,PF31062,v293.1
79.1.1.37,PF30765,Phage_base_V_C,PF30765,v293.1
8001.1.1.3,PF27234,MJ0013,PF27234,v294
804.1.1.4,PF30657,PDCD2_N,PF30657,v293.1
809.1.1.13,PF30247,HI_1492,PF30247,v293.1
809.1.1.6,PF27443,IsaB,PF27443,v293.1
810.1.1.8,PF25995,STB6_N,PF25995,v293.1
810.1.1.9,PF28338,AclK_C,PF28338,v293.1
821.1.1.12,PF29812,TP_0552,PF29812,v293.1
821.1.1.16,PF26468,GIY_YIG_3,PF26468,v294
821.1.1.17,PF27096,UvrC_M,PF27096,v294
821.1.1.9,PF30054,GIY-YIG_UvrC,PF30054,v293.1
822.2.1.2,PF31202,ABM1,PF31202,v293.1
857.1.1.38,PF25892,Spe-44,PF25892,v293.1
857.1.1.41,PF26485,DUF8156,PF26485,v294
858.1.1.3,PF30245,ZYG1,PF30245,v293.1
862.1.1.12,PF29905,VapE_N,PF29905,v293.1
864.1.1.10,PF27743,CTXL_C,PF27743,v293.1
872.1.1.11,PF27391,TP_0983,PF27391,v293.1
872.1.1.9,PF29479,F10E9_4_N,PF29479,v293.1
872.12.1.1,PF30739,DUF8716,PF30739,v293.1
872.9.1.2,PF29988,DUF8605,PF29988,v293.1
873.1.1.11,PF27343,MJ0207,PF27343,v293.1
873.1.1.12,PF27313,AF_0136_C,PF27313,v293.1
873.1.1.15,PF27323,RdxA_C,PF27323,v293.1
873.1.1.22,PF25939,DUF7982,PF25939,v294
876.1.1.6,PF29418,DUF3723_N,PF29418,v293.1
878.1.1.6,PF29774,BB_0097,PF29774,v293.1
880.1.1.4,PF30495,Chorismate_bind_2,PF30495,v293.1
881.1.1.33,PF26056,DUF8017,PF26056,v293.1
881.1.1.34,PF27181,YvcA_Mog1p,PF27181,v293.1
881.1.1.35,PF25845,DUF7956,PF25845,v293.1
881.1.1.36,PF25844,DUF7955,PF25844,v293.1
881.1.1.37,PF27270,Alr1449,PF27270,v293.1
881.1.1.38,PF27161,HI_0983,PF27161,v293.1
881.1.1.45,PF26686,DUF8575,PF26686,v294
883.1.1.18,PF26545,Mdm34_N,PF26545,v293.1
883.1.1.19,PF26544,Mdm12,PF26544,v293.1
883.1.1.22,PF26547,PDZD8_N,PF26547,v293.1
883.1.1.24,PF29321,Vomeromodulin_C,PF29321,v293.1
887.1.1.8,PF25934,DUF7979,PF25934,v294
904.1.1.24,PF25993,zf-B_box_ZFPL1,PF25993,v293.1
904.1.1.28,PF27984,CRLF3_N,PF27984,v293.1
904.1.1.46,PF28654,NUP214_coiled,PF28654,v293.1
904.1.1.55,PF26046,DUF8014,PF26046,v294
904.2.1.2,PF30802,zf-UBR_1,PF30802,v293.1
906.2.1.1,PF31218,Spp1_C3H_ZnF,PF31218,v293.1
9.1.1.63,PF26335,ARB_00930_C,PF26335,v293.1
9.1.1.67,PF29223,TP0260_3rd,PF29223,v293.1
9.1.1.68,PF29184,TP0422,PF29184,v293.1
912.1.1.11,PF28839,F59B103_C,PF28839,v293.1
912.1.1.12,PF29730,DDB_G0287209_C,PF29730,v293.1
912.1.1.7,PF29520,DUF8558,PF29520,v293.1
912.1.1.9,PF28423,Epiregulin_C,PF28423,v293.1
913.1.1.5,PF29282,Cache_BaeS_N,PF29282,v293.1
913.1.1.9,PF27521,ADGRF2P_N,PF27521,v293.1
9.2.1.7,PF30970,DUF8768,PF30970,v293.1
9.2.1.8,PF27487,TP_0183_C,PF27487,v293.1
922.1.1.20,PF28734,T19C3_2_like,PF28734,v293.1
922.1.1.21,PF29706,PCHTP_C,PF29706,v293.1
922.1.1.36,PF28969,F22D3_4_C,PF28969,v293.1
922.1.1.41,PF27947,SPACA1,PF27947,v293.1
928.1.1.2,PF30553,LPMO11_C,PF30553,v293.1
929.1.1.7,PF29972,RIPR_M,PF29972,v293.1
9.30.1.1,PF31220,PknI_sensor,PF31220,v293.1
931.1.1.11,PF30063,Metallothionein,PF30063,v293.1
931.1.1.13,PF29029,Clr-1_N,PF29029,v293.1
931.1.1.15,PF26927,Phage_SPbeta_YorH,PF26927,v293.1
931.1.1.17,PF27776,CACHD1_C,PF27776,v293.1
9.4.1.4,PF26335,ARB_00930_C,PF26335,v293.1
9.7.1.2,PF28291,HLGFF_Neisseriales,PF28291,v293.1
