f_id,current_name,correct_name,pfam_acc,introduced_release
109.4.1.1756,PF30849,HIR3_TPR_2,PF30849,v293.1
109.4.1.1762,PF30995,CABIN1_M,PF30995,v293.1
109.4.1.1764,PF28917,MGR3_mid,PF28917,v293.1
109.4.1.1765,PF31007,STAG_C,PF31007,v293.1
109.4.1.1780,PF29347,CCM1_C,PF29347,v293.1
109.4.1.1783,PF28660,APEM9_helical,PF28660,v293.1
109.4.1.1784,PF28344,BRAT1,PF28344,v293.1
109.4.1.1786,PF28582,MEI1_N,PF28582,v293.1
109.4.1.1790,PF30359,RELCH_C,PF30359,v293.1
109.4.1.1815,PF30838,UBR4_TPR,PF30838,v293.1
109.4.1.1819,PF26714,TPR_XPO6_C,PF26714,v293.1
109.4.1.1827,PF27826,Git1_TPR-like_3rd,PF27826,v293.1
109.4.1.1836,PF29313,BAR1_C,PF29313,v293.1
109.4.1.1846,PF30870,At4g37920_C,PF30870,v293.1
109.4.1.1868,PF30990,TTC22_N,PF30990,v293.1
109.4.1.1869,PF30989,TTC22_C,PF30989,v293.1
109.4.1.1882,PF26230,RESC11,PF26230,v293.1
109.4.1.1897,PF28349,HSF2BP_C,PF28349,v293.1
109.4.1.1906,PF27371,GRAD_C,PF27371,v293.1
109.4.1.1909,PF30249,CSN11_N,PF30249,v293.1
109.4.1.1910,PF29148,YPP1_N,PF29148,v293.1
109.4.1.1911,PF30136,MSC6_C,PF30136,v293.1
109.4.1.1912,PF26254,Ig_TRAPPC9-Trs120_1st,PF26254,v293.1
109.4.1.1917,PF28996,DDB_G0281631_C,PF28996,v293.1
109.4.1.1928,PF30223,DjlC_C,PF30223,v293.1
109.4.1.1931,PF29413,BEM4-like_N,PF29413,v293.1
109.4.1.1950,PF30196,WRM1_C,PF30196,v293.1
109.4.1.1951,PF27745,Epg5_N,PF27745,v293.1
109.4.1.1956,PF30235,C30G12_N,PF30235,v293.1
109.4.1.1958,PF28615,DDB_G0281251,PF28615,v293.1
109.4.1.1963,PF30979,OSA15_C,PF30979,v293.1
109.4.1.1965,PF28295,TOG_MAP3K1,PF28295,v293.1
109.4.1.1973,PF28685,CTF3_C,PF28685,v293.1
109.4.1.1976,PF28706,DUF8444,PF28706,v293.1
109.4.1.1982,PF26523,Trm732_C,PF26523,v293.1
109.4.1.1990,PF27812,PEX8_TPR_mid,PF27812,v293.1
109.4.1.2013,PF31013,Basonuclin_N,PF31013,v293.1
109.4.1.2017,PF30047,TPR_SaeB,PF30047,v293.1
109.4.1.2037,PF30182,DZIP3_N,PF30182,v293.1
109.4.1.2038,PF28491,Otoancorin_N,PF28491,v293.1
109.4.1.2059,PF30926,MED16_helical,PF30926,v293.1
109.4.1.2069,PF30216,TPR_PRD1_C,PF30216,v293.1
109.4.1.2072,PF29151,YPP1_middle,PF29151,v293.1
109.4.1.2074,PF25873,WHD_MalT,PF25873,v293.1
109.4.1.2077,PF29395,YehI_2nd,PF29395,v293.1
109.4.1.2078,PF29904,THR_N,PF29904,v293.1
109.4.1.2080,PF29875,Sil1_beta,PF29875,v293.1
109.4.1.2082,PF26172,RESC8,PF26172,v293.1
109.4.1.2085,PF29662,ScaA_C,PF29662,v293.1
109.4.1.2091,PF27756,SERAC1_N,PF27756,v293.1
109.4.1.2110,PF29588,C06E1-9_M,PF29588,v293.1
109.4.1.2116,PF30807,HEAT_UBR5_2nd,PF30807,v293.1
109.4.1.2138,PF26717,TPR_BPH1,PF26717,v293.1
109.4.1.2139,PF26001,Pex8_N,PF26001,v293.1
109.4.1.2172,PF28518,GIGANTEA_C,PF28518,v293.1
109.4.1.2183,PF30299,MPSS2_N,PF30299,v293.1
109.4.1.2184,PF30302,MPSS2_C,PF30302,v293.1
109.4.1.2185,PF30307,MPSS1_C,PF30307,v293.1
109.4.1.2198,PF27566,KpeA,PF27566,v293.1
109.4.1.2210,PF30701,ARMC6,PF30701,v293.1
109.4.1.2213,PF29032,MRL1_C,PF29032,v293.1
109.4.1.2217,PF26767,HEAT_SGR6,PF26767,v293.1
109.4.1.2218,PF30071,CAF130_M,PF30071,v293.1
109.4.1.2219,PF30067,CAF130_C,PF30067,v293.1
109.4.1.2220,PF30130,VID28_C,PF30130,v293.1
109.4.1.2223,PF29062,MSS2_N,PF29062,v293.1
109.4.1.2224,PF29001,YNL193W_C,PF29001,v293.1
109.4.1.2243,PF29386,CFAP70_mid_TPR,PF29386,v293.1
109.4.1.2245,PF27652,ARMC6_N,PF27652,v293.1
109.4.1.2249,PF29300,APC1_5th,PF29300,v293.1
109.4.1.2261,PF30481,ETO1_N,PF30481,v293.1
109.4.1.2268,PF28359,CandA_N,PF28359,v293.1
109.4.1.2298,PF26140,HEAT_URB1,PF26140,v293.1
109.4.1.2306,PF25999,SYNRG_C,PF25999,v293.1
109.4.1.2311,PF28651,PRDA1_C,PF28651,v293.1
109.4.1.2316,PF26751,All-alpha_MIP2,PF26751,v293.1
109.4.1.2330,PF31120,DUF8817,PF31120,v293.1
109.4.1.2339,PF26724,TPR_PRD1,PF26724,v293.1
109.4.1.2345,PF26148,VPS18_RING_C,PF26148,v293.1
109.4.1.2357,PF29745,VPS3_C,PF29745,v293.1
109.4.1.2369,PF27483,TPR_AlgK,PF27483,v293.1
109.4.1.2372,PF28949,YDR249C_N,PF28949,v293.1
109.4.1.2374,PF30033,PEX15_N,PF30033,v293.1
109.4.1.2382,PF29407,CFAP70_TPR_C,PF29407,v293.1
109.4.1.2408,PF30039,B0361,PF30039,v293.1
109.4.1.2419,PF28893,Gem4_1st_TPR,PF28893,v293.1
109.4.1.2421,PF26718,TPR_CUL9,PF26718,v293.1
109.4.1.2505,PF27599,CcsR_C,PF27599,v293.1
109.4.1.2636,PF27635,Mahjong_helical,PF27635,v293.1
109.4.1.2673,PF30978,ATP_synth_6,PF30978,v293.1
109.4.1.2687,PF28645,SNI1_middle,PF28645,v293.1
109.4.1.2694,PF29093,MRX12_C,PF29093,v293.1
109.4.1.2748,PF30699,ARM_GAC_2,PF30699,v293.1
109.4.1.2998,PF25872,HTH_77,PF25872,v293.1
109.4.1.3063,PF29643,YxzC,PF29643,v293.1
109.4.1.3080,PF29795,TP_0123_C,PF29795,v293.1
109.4.1.3081,PF30105,TP_0391_C,PF30105,v293.1
109.4.1.3082,PF27498,TP_0752_M,PF27498,v293.1
109.4.1.3083,PF29810,TP_0763,PF29810,v293.1
109.4.1.3084,PF27421,TP_0855_helical,PF27421,v293.1
109.4.1.3095,PF29443,MRP13_C,PF29443,v293.1
109.4.1.3106,PF30200,YBR259W_N,PF30200,v293.1
109.4.1.3107,PF30199,YBR259W_M,PF30199,v293.1
109.4.1.3109,PF29499,BEM4_C,PF29499,v293.1
109.4.1.3114,PF30127,VID28_N,PF30127,v293.1
109.4.1.3117,PF30095,TBCD_C_yeast,PF30095,v293.1
109.4.1.3127,PF31194,RTT101_N,PF31194,v293.1
109.4.1.3141,PF29002,YNL193W_middle,PF29002,v293.1
109.4.1.3160,PF29015,RSC9_N,PF29015,v293.1
109.4.1.3161,PF29063,ACL4_C,PF29063,v293.1
109.4.1.3162,PF28950,YDR249C_C,PF28950,v293.1
109.4.1.3164,PF29834,SOV1_C,PF29834,v293.1
109.4.1.3168,PF29814,TPR_Myxo,PF29814,v293.1
109.4.1.3184,PF28160,DUF8374,PF28160,v293.1
109.4.1.3271,PF29601,MotC,PF29601,v293.1
109.4.1.3302,PF30267,DDB_G0268712_C,PF30267,v293.1
109.4.1.3315,PF29572,TRY5_TPR,PF29572,v293.1
109.4.1.3349,PF30718,HEAT_Spiral_Tel1,PF30718,v293.1
109.4.1.3376,PF30078,ATPase_expression_N,PF30078,v293.1
109.4.1.3389,PF31236,Psidin_C,PF31236,v293.1
109.4.1.3415,PF28426,ATRIP_C,PF28426,v293.1
109.4.1.3421,PF30153,TPR_YpiA_C,PF30153,v293.1
109.4.1.3428,PF29441,RON4,PF29441,v293.1
109.4.1.3449,PF30332,ECU03_1200,PF30332,v293.1
109.4.1.3459,PF30191,LAG2_N,PF30191,v293.1
109.4.1.3460,PF30192,LAG2_C,PF30192,v293.1
109.4.1.3509,PF26280,Ig_TRAPPC9-Trs120_2nd,PF26280,v293.1
109.4.1.3512,PF29676,Saf6_C,PF29676,v293.1
109.4.1.3524,PF29546,Ice1_2nd,PF29546,v293.1
109.4.1.3571,PF28008,EboA,PF28008,v293.1
109.4.1.3620,PF26458,DUF8137,PF26458,v294
109.44.1.4,PF27555,APC1_3rd_nematode,PF27555,v293.1
109.54.1.12,PF28770,CTHT_0071780_C,PF28770,v293.1
109.58.1.4,PF28996,DDB_G0281631_C,PF28996,v293.1
1097.1.1.2,PF30904,PGRL1_C,PF30904,v293.1
109.7.1.13,PF31234,TPR_Psidin_N,PF31234,v293.1
109.7.1.14,PF28749,YPL108W_C,PF28749,v293.1
109.7.1.21,PF27427,TP_0855_C,PF27427,v293.1
109.7.1.23,PF30484,ETO1_C,PF30484,v293.1
109.7.1.7,PF28736,VPS18_solenoid_1st,PF28736,v293.1
1101.1.1.5,PF27081,Lpg1689,PF27081,v293.1
110.1.1.31,PF28131,DUF8372,PF28131,v293.1
11.10.1.10,PF28124,CYHR1_TRAF_C,PF28124,v293.1
11.1.1.1000,PF26198,Ig_SMCHD1_6th,PF26198,v293.1
11.1.1.1001,PF26201,Ig_SMCHD1_7th,PF26201,v293.1
11.1.1.1002,PF26199,Ig_SMCHD1_8th,PF26199,v293.1
11.1.1.1003,PF26194,Ig_SMCHD1_1st,PF26194,v293.1
11.1.1.1004,PF26195,Ig_SMCHD1_2nd,PF26195,v293.1
11.1.1.1005,PF26196,Ig_SMCHD1_4th,PF26196,v293.1
11.1.1.1006,PF26197,Ig_SMCHD1_5th,PF26197,v293.1
11.1.1.1007,PF30308,Ig_TRAPPC10_3rd,PF30308,v293.1
11.1.1.1008,PF28320,Ig_Sema4F,PF28320,v293.1
11.1.1.1009,PF26432,Roller3_N,PF26432,v293.1
11.1.1.1013,PF26755,PTPRO_N,PF26755,v293.1
11.1.1.1014,PF30509,Ig_PTPRO_2nd,PF30509,v293.1
11.1.1.1015,PF26586,Fn3_R-PTP-O,PF26586,v293.1
11.1.1.1016,PF30511,Ig_PTPRO_5th,PF30511,v293.1
11.1.1.1017,PF30513,Ig_PTPRO_6th,PF30513,v293.1
11.1.1.1019,PF28382,DUF8387,PF28382,v293.1
11.1.1.1024,PF27962,TMEM158,PF27962,v293.1
11.1.1.1026,PF28430,Ig_LY6G6F,PF28430,v293.1
11.1.1.1028,PF26737,Ig_GNPTAB,PF26737,v293.1
11.1.1.1033,PF30215,X92_N,PF30215,v293.1
11.1.1.1034,PF30217,X92_C,PF30217,v293.1
11.1.1.1036,PF30407,YfaP_N,PF30407,v293.1
11.1.1.1040,PF28849,Countin_C,PF28849,v293.1
11.1.1.1043,PF28941,F22D3_4_N,PF28941,v293.1
11.1.1.1045,PF26728,FMNK-like_N,PF26728,v293.1
11.1.1.1046,PF28431,DUF8392,PF28431,v293.1
11.1.1.1047,PF29061,DUF8498,PF29061,v293.1
11.1.1.1052,PF28974,GEX2,PF28974,v293.1
11.1.1.1054,PF26562,Ig-like,PF26562,v293.1
11.1.1.1058,PF28951,UPK3_C,PF28951,v293.1
11.1.1.1064,PF27409,AF2028_3rd,PF27409,v293.1
11.1.1.1065,PF25971,CzcB_N,PF25971,v293.1
11.1.1.1069,PF30330,DDB_G0289901_N,PF30330,v293.1
11.1.1.1070,PF27822,SIGLECL1_C,PF27822,v293.1
11.1.1.1079,PF30918,Phylloplanin,PF30918,v293.1
11.1.1.1086,PF28829,USOM3_Ig_like,PF28829,v293.1
11.1.1.1088,PF29680,ZK512_Ig,PF29680,v293.1
11.1.1.1093,PF28299,Ig_VSIG10L2_N,PF28299,v293.1
11.1.1.1098,PF29323,YEL043W_FN3,PF29323,v293.1
11.1.1.1099,PF28268,Ig-like_NNF2,PF28268,v293.1
11.1.1.1100,PF28627,GMI1_Ig_3,PF28627,v293.1
11.1.1.1101,PF28658,GMI1_Ig_4th,PF28658,v293.1
11.1.1.1105,PF25834,Fn3_SaeA_4th,PF25834,v293.1
11.1.1.1106,PF25835,Fn3_SaeA_5th,PF25835,v293.1
11.1.1.1107,PF25836,Fn3_SaeA_6th,PF25836,v293.1
11.1.1.1110,PF26306,FimD_3rd,PF26306,v293.1
11.1.1.1111,PF30255,FimE_mid,PF30255,v293.1
11.1.1.1112,PF27397,FimE_C,PF27397,v293.1
11.1.1.1113,PF29737,EcpD_mid,PF29737,v293.1
11.1.1.1114,PF30909,ARB_00926,PF30909,v293.1
11.1.1.1115,PF30933,ARB_06334_C,PF30933,v293.1
11.1.1.1118,PF28312,FANCB_middle,PF28312,v293.1
11.1.1.1123,PF28919,TMIGD3_C,PF28919,v293.1
11.1.1.1124,PF30143,Gigasin_M,PF30143,v293.1
11.1.1.1125,PF30142,Gigasin_C,PF30142,v293.1
11.1.1.1128,PF27408,AF2028_C,PF27408,v293.1
11.1.1.1131,PF29039,IGSF6_C,PF29039,v293.1
11.1.1.1134,PF29154,CSR2_N,PF29154,v293.1
11.1.1.1138,PF29285,YphG_2nd,PF29285,v293.1
11.1.1.1145,PF26579,Ig_CFAP47,PF26579,v293.1
11.1.1.1148,PF29751,DDB_G0287209_Ig-like,PF29751,v293.1
11.1.1.1154,PF29963,CDH23_a-b,PF29963,v293.1
11.1.1.1155,PF30327,Ig_M157,PF30327,v293.1
11.1.1.1157,PF28858,Ig_BT4661_5th,PF28858,v293.1
11.1.1.1158,PF28861,Ig_BT4661_6th,PF28861,v293.1
11.1.1.1161,PF29029,Clr-1_N,PF29029,v293.1
11.1.1.1182,PF29778,PXO2_05,PF29778,v293.1
11.1.1.1185,PF25850,PelX_Ig,PF25850,v293.1
11.1.1.1199,PF30703,DUF8694,PF30703,v293.1
11.1.1.1201,PF27413,SlaA_5th,PF27413,v293.1
11.1.1.1213,PF27624,Porph_assoc,PF27624,v293.1
11.1.1.1215,PF28825,CD19_TM,PF28825,v293.1
11.1.1.1221,PF28626,GMI1_Ig_1,PF28626,v293.1
11.1.1.1222,PF28628,GMI1_Ig_2,PF28628,v293.1
11.1.1.1229,PF27268,CsxB,PF27268,v293.1
11.1.1.1232,PF26059,DUF8020,PF26059,v293.1
11.1.1.1238,PF26155,PTPRR_N,PF26155,v293.1
11.1.1.1240,PF29253,Archaeal_adhesin_N,PF29253,v293.1
11.1.1.1241,PF26741,CalpD_C,PF26741,v293.1
11.1.1.1248,PF29240,DUF8523,PF29240,v293.1
11.1.1.1249,PF27332,TP_0781,PF27332,v293.1
11.1.1.1250,PF26342,TP_1001_2nd,PF26342,v293.1
11.1.1.1257,PF29761,OWP_7th,PF29761,v293.1
11.1.1.1263,PF28860,CD58_C,PF28860,v293.1
11.1.1.1264,PF27334,Mycolysin_N,PF27334,v293.1
11.1.1.1265,PF29549,FAR1_C,PF29549,v293.1
11.1.1.1268,PF27154,ORF11_beta,PF27154,v293.1
11.1.1.1271,PF29942,CS5_N,PF29942,v293.1
11.1.1.1273,PF29540,Ig_CMFA_3rd,PF29540,v293.1
11.1.1.1277,PF29791,YjiT_3rd,PF29791,v293.1
11.1.1.1278,PF30458,YjiT_4th,PF30458,v293.1
11.1.1.1279,PF31255,Fn3_PBP1,PF31255,v293.1
11.1.1.1280,PF29750,TasA_anchor,PF29750,v293.1
11.1.1.1283,PF27481,YqgA_MG2,PF27481,v293.1
11.1.1.1285,PF31090,StfR_3rd,PF31090,v293.1
11.1.1.1286,PF27224,YfjT,PF27224,v293.1
11.1.1.1288,PF28842,IL9R_C,PF28842,v293.1
11.1.1.1290,PF30300,Ig_TRS130_1st,PF30300,v293.1
11.1.1.1308,PF28710,AbpF_7th_Ig,PF28710,v293.1
11.1.1.1309,PF28707,AbpF_C_Ig,PF28707,v293.1
11.1.1.1310,PF28709,AbpF_1st_Ig,PF28709,v293.1
11.1.1.1311,PF28708,AbpF_3rd_Ig,PF28708,v293.1
11.1.1.1316,PF31201,CRTF_DBD,PF31201,v293.1
11.1.1.1318,PF30987,DD3_N,PF30987,v293.1
11.1.1.1321,PF28748,DUF8453,PF28748,v293.1
11.1.1.1350,PF29987,STM0557_C,PF29987,v293.1
11.1.1.1353,PF29262,SlaB_N,PF29262,v293.1
11.1.1.1355,PF27186,PM0630,PF27186,v293.1
11.1.1.1363,PF27732,UCP029505,PF27732,v293.1
11.1.1.1383,PF28857,Ig_BT4661_4th,PF28857,v293.1
11.1.1.1384,PF28854,Ig_BT4661_3rd,PF28854,v293.1
11.1.1.1385,PF28852,Ig_BT4661_2nd,PF28852,v293.1
11.1.1.1431,PF25929,DUF7974,PF25929,v294
11.1.1.1432,PF26259,DUF8063,PF26259,v294
11.1.1.1433,PF26451,DUF8130,PF26451,v294
11.1.1.1434,PF26682,DUF8229,PF26682,v294
11.1.1.1435,PF27416,SlaA_C,PF27416,v294
11.1.1.1436,PF27849,MAST,PF27849,v294
11.1.1.1437,PF28161,Fsx1,PF28161,v294
11.1.1.1438,PF28525,DUF8424,PF28525,v294
11.1.1.1439,PF29294,SlaA_6th,PF29294,v294
11.1.1.1440,PF29295,SlaA_N,PF29295,v294
11.1.1.1441,PF29447,Archaeal_Big,PF29447,v294
11.1.1.1442,PF29449,Archaeal_Ig,PF29449,v294
11.1.1.1443,PF29994,NMD3_N,PF29994,v294
11.1.1.1444,PF30789,DUF8740,PF30789,v294
11.1.1.1445,PF30800,DUF499_5th,PF30800,v294
11.1.1.1446,PF31109,MG_like,PF31109,v294
1.1.11.6,PF31239,At5g26805_C,PF31239,v293.1
11.1.1.850,PF28354,Ig_SEMA-3_4_7A,PF28354,v293.1
11.1.1.851,PF26192,RNF157-like_N,PF26192,v293.1
11.1.1.852,PF28276,Ig_IgSF3,PF28276,v293.1
11.1.1.853,PF28399,Ig_CLSTN,PF28399,v293.1
11.1.1.855,PF26102,Ig_SPL7,PF26102,v293.1
11.1.1.858,PF28434,Ig_Let-653,PF28434,v293.1
11.1.1.865,PF26254,Ig_TRAPPC9-Trs120_1st,PF26254,v293.1
11.1.1.868,PF26280,Ig_TRAPPC9-Trs120_2nd,PF26280,v293.1
11.1.1.869,PF26283,Ig_TRAPPC9-Trs120_4th,PF26283,v293.1
11.1.1.870,PF26918,Ig_Eae,PF26918,v293.1
11.1.1.871,PF26282,Ig_TRAPPC9-Trs120_3rd,PF26282,v293.1
11.1.1.876,PF29962,Ig_DAG1,PF29962,v293.1
11.1.1.878,PF28321,Ig_MYOM1,PF28321,v293.1
11.1.1.879,PF30549,Ig_Eae_1st,PF30549,v293.1
11.1.1.880,PF26187,Ig_NPHP4_4th,PF26187,v293.1
11.1.1.885,PF26747,Ig-like_AcrB,PF26747,v293.1
11.1.1.886,PF28679,IL27RA_N,PF28679,v293.1
11.1.1.889,PF26428,Zwei_Ig_N,PF26428,v293.1
11.1.1.890,PF26190,Ig_NPHP4_1st,PF26190,v293.1
11.1.1.891,PF26189,Ig_NPHP4_2nd,PF26189,v293.1
11.1.1.893,PF28357,DUF8383,PF28357,v293.1
11.1.1.894,PF30466,CLU5d_N,PF30466,v293.1
11.1.1.895,PF29538,Ig_CMFA_2nd,PF29538,v293.1
11.1.1.899,PF26141,PMEL_NMB_N,PF26141,v293.1
11.1.1.901,PF30053,Ig_TRAPPC11_3rd,PF30053,v293.1
11.1.1.906,PF26015,Ig_NPH4_3rd,PF26015,v293.1
11.1.1.911,PF28381,Ig_TRS130,PF28381,v293.1
11.1.1.912,PF28397,DG1062_N,PF28397,v293.1
11.1.1.913,PF29899,ART10_C,PF29899,v293.1
11.1.1.914,PF29344,Expansin_middle,PF29344,v293.1
11.1.1.915,PF26111,Ig_Mok13,PF26111,v293.1
11.1.1.916,PF30051,Ig_TRAPPC11_1st,PF30051,v293.1
11.1.1.917,PF30052,Ig_TRAPPC11_2nd,PF30052,v293.1
11.1.1.922,PF28429,DUF8391,PF28429,v293.1
11.1.1.927,PF29951,KIAA1549_3rd,PF29951,v293.1
11.1.1.929,PF28202,SlaA-like,PF28202,v293.1
11.1.1.931,PF31191,CDHR3_N,PF31191,v293.1
11.1.1.932,PF26183,Ig_NUP210_14th,PF26183,v293.1
11.1.1.933,PF26184,Ig_NUP210_8th,PF26184,v293.1
11.1.1.935,PF26284,DUF8077,PF26284,v293.1
11.1.1.941,PF29735,EcpD_N,PF29735,v293.1
11.1.1.942,PF28665,TPLATE_Ig,PF28665,v293.1
11.1.1.948,PF31173,DUF8832,PF31173,v293.1
11.1.1.949,PF28476,GlgP_C,PF28476,v293.1
11.1.1.961,PF28985,DYF4_N,PF28985,v293.1
11.1.1.964,PF26174,Ig_Tag1-like_1st,PF26174,v293.1
11.1.1.965,PF26150,LEA-2_4,PF26150,v293.1
11.1.1.966,PF26153,LEA-2L_5,PF26153,v293.1
11.1.1.967,PF26732,PhoA-like_N,PF26732,v293.1
11.1.1.968,PF30304,Ig_TRAPPC10_1st,PF30304,v293.1
11.1.1.970,PF30369,YchO_Ig,PF30369,v293.1
11.1.1.972,PF29592,SWIFT,PF29592,v293.1
11.1.1.978,PF29952,KIAA1549_1st,PF29952,v293.1
11.1.1.983,PF27947,SPACA1,PF27947,v293.1
11.1.1.984,PF28742,SECTM1_Ig,PF28742,v293.1
11.1.1.987,PF30412,YhaZ_C,PF30412,v293.1
11.1.1.991,PF28112,SIAE_C,PF28112,v293.1
11.1.1.992,PF30429,Bact_A2M_1st,PF30429,v293.1
11.1.1.993,PF30426,Bact_A2M_3rd,PF30426,v293.1
11.1.1.994,PF30427,Bact_A2M_4th,PF30427,v293.1
11.1.1.999,PF28393,Ig_Cad99C_N,PF28393,v293.1
1.1.1.30,PF30863,PRO_PEG10-RTL1,PF30863,v293.1
1.1.1.33,PF27692,Cbp2,PF27692,v293.1
1.1.13.57,PF30637,Alg8_N,PF30637,v293.1
1.1.13.62,PF27197,YomX_C,PF27197,v293.1
1.1.13.68,PF27125,FimW_C,PF27125,v293.1
1.1.13.71,PF26674,Prophage_tail_N2,PF26674,v293.1
11.1.4.119,PF30472,AcfD_N,PF30472,v293.1
11.1.4.120,PF30318,TdpA,PF30318,v293.1
11.1.4.121,PF27283,Mycolysin_M,PF27283,v293.1
11.1.4.141,PF25942,Ig_halo,PF25942,v294
1.1.14.3,PF27149,YdjY,PF27149,v293.1
11.1.4.99,PF30918,Phylloplanin,PF30918,v293.1
11.1.5.102,PF29737,EcpD_mid,PF29737,v293.1
11.1.5.108,PF28748,DUF8453,PF28748,v293.1
11.1.5.109,PF28397,DG1062_N,PF28397,v293.1
11.1.5.116,PF26282,Ig_TRAPPC9-Trs120_3rd,PF26282,v293.1
11.1.5.118,PF28974,GEX2,PF28974,v293.1
11.1.5.119,PF28382,DUF8387,PF28382,v293.1
11.1.5.126,PF26741,CalpD_C,PF26741,v293.1
11.1.5.127,PF29228,TP_0564_3rd,PF29228,v293.1
11.1.5.129,PF27684,K88_fimbrial_pA,PF27684,v293.1
11.1.5.133,PF29916,EGT2_N,PF29916,v293.1
11.1.5.134,PF29914,EGT2_adhesin,PF29914,v293.1
11.1.5.139,PF30205,C32D5_mid,PF30205,v293.1
11.1.5.140,PF31201,CRTF_DBD,PF31201,v293.1
11.1.5.142,PF27408,AF2028_C,PF27408,v293.1
11.1.5.143,PF29735,EcpD_N,PF29735,v293.1
11.1.5.155,PF26441,DUF8121,PF26441,v294
11.1.5.156,PF26498,DUF8164,PF26498,v294
11.1.5.96,PF31151,CfaE_1st,PF31151,v293.1
11.1.5.99,PF27328,EcpD_C,PF27328,v293.1
1.1.17.9,PF30586,LYSC_C,PF30586,v293.1
11.1.8.2,PF26283,Ig_TRAPPC9-Trs120_4th,PF26283,v293.1
11.1.8.4,PF26254,Ig_TRAPPC9-Trs120_1st,PF26254,v293.1
11.1.8.5,PF26280,Ig_TRAPPC9-Trs120_2nd,PF26280,v293.1
11.1.8.6,PF26282,Ig_TRAPPC9-Trs120_3rd,PF26282,v293.1
11.2.1.101,PF29403,C2_CERLI2,PF29403,v293.1
11.2.1.106,PF30324,MES-3_M,PF30324,v293.1
11.2.1.51,PF29592,SWIFT,PF29592,v293.1
11.2.1.57,PF28126,NPHP4_C2_2nd,PF28126,v293.1
11.2.1.58,PF26186,NPHP4_C2_3rd,PF26186,v293.1
11.2.1.62,PF29106,BUD4_C2,PF29106,v293.1
11.2.1.72,PF29377,CFAP70_C2,PF29377,v293.1
11.2.1.73,PF29378,CFAP70_N,PF29378,v293.1
11.2.1.74,PF28322,FLJ43738_N,PF28322,v293.1
11.2.1.75,PF28455,CCDC17_C,PF28455,v293.1
11.2.1.76,PF28335,LRRC43_C,PF28335,v293.1
11.2.1.86,PF26735,Ccdc33_N,PF26735,v293.1
1.1.2.33,PF29515,Expansin_N,PF29515,v293.1
1.1.2.35,PF26429,DPBB_CI111,PF26429,v293.1
1.1.2.36,PF30270,AlyA,PF30270,v293.1
1.1.2.41,PF28663,DDB_G0273701_N,PF28663,v293.1
1.1.2.42,PF29595,IML1_small,PF29595,v293.1
1.1.2.43,PF31189,DUF8837,PF31189,v293.1
1.1.2.47,PF27352,AF_0059,PF27352,v294
1128.1.1.13,PF30094,AtMg00590_C,PF30094,v293.1
1128.1.1.17,PF28466,DUF8407,PF28466,v293.1
1128.1.1.7,PF27708,Irc19,PF27708,v293.1
1128.1.1.8,PF29574,RRG1_N,PF29574,v293.1
1.13.1.2,PF29831,AstA_C,PF29831,v293.1
1134.1.2.20,PF28743,IPGAL2_N,PF28743,v293.1
1.1.3.9,PF26227,DUF8053,PF26227,v294
11.41.1.1,PF31222,Gp6_3rd,PF31222,v293.1
1151.1.1.3,PF27449,LtaS_N,PF27449,v293.1
1152.1.1.2,PF27215,EspK_C,PF27215,v293.1
1.1.5.80,PF26339,DUF8089,PF26339,v293.1
1.1.5.81,PF27476,TP_0454_C,PF27476,v293.1
1.1.5.88,PF29489,FimW_M,PF29489,v293.1
1164.1.1.2,PF29777,LvgA,PF29777,v293.1
1.1.7.102,PF28793,ECM32,PF28793,v293.1
1.1.7.106,PF25881,HH_YBHG,PF25881,v293.1
1.1.7.107,PF25965,Beta-barrel_ALG44,PF25965,v293.1
1.1.7.123,PF25885,HH_EMRA,PF25885,v293.1
1.1.7.148,PF26483,DUF8155_C,PF26483,v294
1.1.7.149,PF26500,DUF8166,PF26500,v294
1.1.7.150,PF26503,DUF8167_3rd,PF26503,v294
1174.1.1.8,PF27360,UU048,PF27360,v293.1
1175.1.1.2,PF26365,ApoNAT_membrane,PF26365,v293.1
1.1.7.87,PF25954,Beta-barrel_RND_2,PF25954,v293.1
1.1.7.88,PF25963,Beta-barrel_AAEA,PF25963,v293.1
1.1.7.89,PF26002,Beta-barrel_AprE,PF26002,v293.1
1.1.7.91,PF25940,LcnD_C,PF25940,v293.1
1.1.7.94,PF28794,RIBF1-2_C,PF28794,v293.1
1.1.7.95,PF25990,Beta-barrel_YknX,PF25990,v293.1
1.1.7.97,PF25917,BSH_RND,PF25917,v293.1
1.1.7.98,PF25876,HH_MFP_RND,PF25876,v293.1
1.1.8.26,PF26503,DUF8167_3rd,PF26503,v294
1.1.9.34,PF26292,PUA_elF2D,PF26292,v293.1
1.1.9.35,PF30643,ASCH_2,PF30643,v293.1
1194.1.1.1,PF31216,zf-KDM1B,PF31216,v293.1
1.1.9.50,PF28530,DUF8426,PF28530,v293.1
1195.1.1.2,PF29629,SHU2,PF29629,v293.1
1.1.9.56,PF30793,DUF8743,PF30793,v294
1201.1.1.1,PF31221,Borosin_clasp,PF31221,v293.1
1203.1.2.18,PF30690,CtvD,PF30690,v293.1
1205.2.1.1,PF31217,CdiA_CT_tRNase,PF31217,v293.1
12.1.1.105,PF30869,GMNC_CC,PF30869,v293.1
12.1.1.106,PF25839,Apionate_lact_C,PF25839,v293.1
